Cancer group/site,Year,Sex,Age group (years),Age Group,Count,"Age-specific rate
(per 100,000)"
string,number,number,string,string,number,number
Melanoma of the skin,2002,Males,00?04,00 - 04,1,0.2
Melanoma of the skin,2002,Males,05?09,9-May,0,0
Melanoma of the skin,2002,Males,10?14,14-Oct,3,0.4
Melanoma of the skin,2002,Males,15?19,15 - 19,37,5.4
Melanoma of the skin,2002,Males,20?24,20 - 24,76,11.4
Melanoma of the skin,2002,Males,25?29,25 - 29,110,16.1
Melanoma of the skin,2002,Males,30?34,30 - 34,178,24.1
Melanoma of the skin,2002,Males,35?39,35 - 39,228,31.3
Melanoma of the skin,2002,Males,40?44,40 - 44,381,51.1
Melanoma of the skin,2002,Males,45?49,45 - 49,426,62.5
Melanoma of the skin,2002,Males,50?54,50 - 54,536,83.2
Melanoma of the skin,2002,Males,55?59,55 - 59,596,109.2
Melanoma of the skin,2002,Males,60?64,60 - 64,618,146.1
Melanoma of the skin,2002,Males,65?69,65 - 69,543,159.1
Melanoma of the skin,2002,Males,70?74,70 - 74,721,239.2
Melanoma of the skin,2002,Males,75?79,75 - 79,560,242.1
Melanoma of the skin,2002,Males,80?84,80 - 84,363,267.4
Melanoma of the skin,2002,Males,85?89,85 - 89,190,309.5
Melanoma of the skin,2002,Males,90+,90 - 90+,57,245.2
Melanoma of the skin,2002,Males,All ages combined,All - combined,5624,58.1
Melanoma of the skin,2003,Males,00?04,00 - 04,1,0.2
Melanoma of the skin,2003,Males,05?09,44690,0,0
Melanoma of the skin,2003,Males,10?14,44848,4,0.6
Melanoma of the skin,2003,Males,15?19,15 - 19,33,4.8
Melanoma of the skin,2003,Males,20?24,20 - 24,56,8.2
Melanoma of the skin,2003,Males,25?29,25 - 29,110,16.3
Melanoma of the skin,2003,Males,30?34,30 - 34,167,22.3
Melanoma of the skin,2003,Males,35?39,35 - 39,232,32.2
Melanoma of the skin,2003,Males,40?44,40 - 44,313,41.4
Melanoma of the skin,2003,Males,45?49,45 - 49,398,57.5
Melanoma of the skin,2003,Males,50?54,44690,544,84
Melanoma of the skin,2003,Males,55?59,55 - 59,698,120.7
Melanoma of the skin,2003,Males,60?64,60 - 64,533,122.8
Melanoma of the skin,2003,Males,65?69,65 - 69,543,154.8
Melanoma of the skin,2003,Males,70?74,70 - 74,630,210.6
Melanoma of the skin,2003,Males,75?79,75 - 79,653,274.8
Melanoma of the skin,2003,Males,80?84,80 - 84,407,282.7
Melanoma of the skin,2003,Males,85?89,44690,196,312
Melanoma of the skin,2003,Males,90+,90 - 90+,64,263.2
Melanoma of the skin,2003,Males,All ages combined,44690,5582,57
Melanoma of the skin,2004,Males,00?04,44690,0,0
Melanoma of the skin,2004,Males,05?09,44690,0,0
Melanoma of the skin,2004,Males,10?14,44848,4,0.6
Melanoma of the skin,2004,Males,15?19,15 - 19,30,4.3
Melanoma of the skin,2004,Males,20?24,20 - 24,79,11.2
Melanoma of the skin,2004,Males,25?29,25 - 29,116,17.2
Melanoma of the skin,2004,Males,30?34,30 - 34,196,26.2
Melanoma of the skin,2004,Males,35?39,35 - 39,206,28.6
Melanoma of the skin,2004,Males,40?44,40 - 44,274,36.1
Melanoma of the skin,2004,Males,45?49,45 - 49,374,52.9
Melanoma of the skin,2004,Males,50?54,50 - 54,494,75.7
Melanoma of the skin,2004,Males,55?59,55 - 59,628,105.1
Melanoma of the skin,2004,Males,60?64,60 - 64,610,135.4
Melanoma of the skin,2004,Males,65?69,65 - 69,630,174.5
Melanoma of the skin,2004,Males,70?74,70 - 74,594,199.5
Melanoma of the skin,2004,Males,75?79,75 - 79,617,253.9
Melanoma of the skin,2004,Males,80?84,80 - 84,488,320.7
Melanoma of the skin,2004,Males,85?89,85 - 89,190,296.3
Melanoma of the skin,2004,Males,90+,90 - 90+,78,303.9
Melanoma of the skin,2004,Males,All ages combined,All - combined,5608,56.7
Melanoma of the skin,2005,Males,00?04,00 - 04,1,0.2
Melanoma of the skin,2005,Males,05?09,44690,2,0.3
Melanoma of the skin,2005,Males,10?14,44848,2,0.3
Melanoma of the skin,2005,Males,15?19,15 - 19,32,4.5
Melanoma of the skin,2005,Males,20?24,20 - 24,58,8.1
Melanoma of the skin,2005,Males,25?29,25 - 29,122,17.9
Melanoma of the skin,2005,Males,30?34,30 - 34,172,23.1
Melanoma of the skin,2005,Males,35?39,44690,226,31
Melanoma of the skin,2005,Males,40?44,40 - 44,315,41.5
Melanoma of the skin,2005,Males,45?49,45 - 49,442,61.4
Melanoma of the skin,2005,Males,50?54,50 - 54,524,79.5
Melanoma of the skin,2005,Males,55?59,55 - 59,707,114.8
Melanoma of the skin,2005,Males,60?64,60 - 64,659,140.4
Melanoma of the skin,2005,Males,65?69,65 - 69,679,182.1
Melanoma of the skin,2005,Males,70?74,70 - 74,667,224.5
Melanoma of the skin,2005,Males,75?79,75 - 79,693,280.3
Melanoma of the skin,2005,Males,80?84,80 - 84,509,321.5
Melanoma of the skin,2005,Males,85?89,85 - 89,242,349.6
Melanoma of the skin,2005,Males,90+,90 - 90+,92,337.2
Melanoma of the skin,2005,Males,All ages combined,All - combined,6144,61.3
Melanoma of the skin,2006,Males,00?04,44690,0,0
Melanoma of the skin,2006,Males,05?09,44690,0,0
Melanoma of the skin,2006,Males,10?14,44848,3,0.4
Melanoma of the skin,2006,Males,15?19,15 - 19,31,4.3
Melanoma of the skin,2006,Males,20?24,20 - 24,60,8.1
Melanoma of the skin,2006,Males,25?29,25 - 29,110,15.8
Melanoma of the skin,2006,Males,30?34,30 - 34,171,23.3
Melanoma of the skin,2006,Males,35?39,35 - 39,224,29.9
Melanoma of the skin,2006,Males,40?44,44690,309,41
Melanoma of the skin,2006,Males,45?49,44690,410,56
Melanoma of the skin,2006,Males,50?54,50 - 54,500,74.6
Melanoma of the skin,2006,Males,55?59,44690,692,110
Melanoma of the skin,2006,Males,60?64,60 - 64,662,134.9
Melanoma of the skin,2006,Males,65?69,65 - 69,694,181.7
Melanoma of the skin,2006,Males,70?74,70 - 74,693,230.7
Melanoma of the skin,2006,Males,75?79,44690,730,292
Melanoma of the skin,2006,Males,80?84,80 - 84,477,290.1
Melanoma of the skin,2006,Males,85?89,85 - 89,242,324.2
Melanoma of the skin,2006,Males,90+,90 - 90+,103,359.8
Melanoma of the skin,2006,Males,All ages combined,All - combined,6111,60.2
Melanoma of the skin,2007,Males,00?04,44690,0,0
Melanoma of the skin,2007,Males,05?09,44690,0,0
Melanoma of the skin,2007,Males,10?14,44848,3,0.4
Melanoma of the skin,2007,Males,15?19,15 - 19,17,2.3
Melanoma of the skin,2007,Males,20?24,20 - 24,56,7.4
Melanoma of the skin,2007,Males,25?29,25 - 29,86,11.9
Melanoma of the skin,2007,Males,30?34,30 - 34,156,21.5
Melanoma of the skin,2007,Males,35?39,35 - 39,191,24.7
Melanoma of the skin,2007,Males,40?44,40 - 44,243,32.5
Melanoma of the skin,2007,Males,45?49,45 - 49,402,53.8
Melanoma of the skin,2007,Males,50?54,50 - 54,528,77.4
Melanoma of the skin,2007,Males,55?59,44690,676,108
Melanoma of the skin,2007,Males,60?64,60 - 64,738,139.6
Melanoma of the skin,2007,Males,65?69,65 - 69,709,178.5
Melanoma of the skin,2007,Males,70?74,70 - 74,682,221.2
Melanoma of the skin,2007,Males,75?79,75 - 79,647,257.4
Melanoma of the skin,2007,Males,80?84,80 - 84,541,317.8
Melanoma of the skin,2007,Males,85?89,85 - 89,271,335.9
Melanoma of the skin,2007,Males,90+,90 - 90+,99,327.4
Melanoma of the skin,2007,Males,All ages combined,All - combined,6045,58.4
Melanoma of the skin,2008,Males,00?04,44690,0,0
Melanoma of the skin,2008,Males,05?09,44690,1,0.1
Melanoma of the skin,2008,Males,10?14,44848,3,0.4
Melanoma of the skin,2008,Males,15?19,44690,22,3
Melanoma of the skin,2008,Males,20?24,20 - 24,59,7.5
Melanoma of the skin,2008,Males,25?29,25 - 29,87,11.5
Melanoma of the skin,2008,Males,30?34,30 - 34,141,19.4
Melanoma of the skin,2008,Males,35?39,35 - 39,254,32.2
Melanoma of the skin,2008,Males,40?44,44690,313,42
Melanoma of the skin,2008,Males,45?49,45 - 49,410,53.8
Melanoma of the skin,2008,Males,50?54,50 - 54,569,82.1
Melanoma of the skin,2008,Males,55?59,44690,669,106
Melanoma of the skin,2008,Males,60?64,60 - 64,800,142.9
Melanoma of the skin,2008,Males,65?69,65 - 69,778,189.3
Melanoma of the skin,2008,Males,70?74,70 - 74,662,208.4
Melanoma of the skin,2008,Males,75?79,75 - 79,690,274.3
Melanoma of the skin,2008,Males,80?84,80 - 84,650,369.2
Melanoma of the skin,2008,Males,85?89,85 - 89,318,369.7
Melanoma of the skin,2008,Males,90+,90 - 90+,110,351.3
Melanoma of the skin,2008,Males,All ages combined,All - combined,6536,61.8
Melanoma of the skin,2009,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2009,Males,05?09,44690,0,0
Melanoma of the skin,2009,Males,10?14,44848,9,1.3
Melanoma of the skin,2009,Males,15?19,15 - 19,27,3.6
Melanoma of the skin,2009,Males,20?24,20 - 24,48,5.9
Melanoma of the skin,2009,Males,25?29,25 - 29,101,12.6
Melanoma of the skin,2009,Males,30?34,44690,148,20
Melanoma of the skin,2009,Males,35?39,44690,255,32
Melanoma of the skin,2009,Males,40?44,40 - 44,297,39.6
Melanoma of the skin,2009,Males,45?49,45 - 49,386,50.1
Melanoma of the skin,2009,Males,50?54,50 - 54,555,78.3
Melanoma of the skin,2009,Males,55?59,55 - 59,692,108.3
Melanoma of the skin,2009,Males,60?64,60 - 64,810,139.8
Melanoma of the skin,2009,Males,65?69,65 - 69,759,176.4
Melanoma of the skin,2009,Males,70?74,70 - 74,796,241.5
Melanoma of the skin,2009,Males,75?79,75 - 79,712,281.9
Melanoma of the skin,2009,Males,80?84,80 - 84,571,315.5
Melanoma of the skin,2009,Males,85?89,44690,333,364
Melanoma of the skin,2009,Males,90+,90 - 90+,110,338.2
Melanoma of the skin,2009,Males,All ages combined,All - combined,6610,61.2
Melanoma of the skin,2010,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2010,Males,05?09,44690,0,0
Melanoma of the skin,2010,Males,10?14,44848,2,0.3
Melanoma of the skin,2010,Males,15?19,15 - 19,18,2.4
Melanoma of the skin,2010,Males,20?24,20 - 24,29,3.5
Melanoma of the skin,2010,Males,25?29,25 - 29,104,12.6
Melanoma of the skin,2010,Males,30?34,30 - 34,154,20.5
Melanoma of the skin,2010,Males,35?39,35 - 39,215,27.1
Melanoma of the skin,2010,Males,40?44,40 - 44,299,39.2
Melanoma of the skin,2010,Males,45?49,45 - 49,380,49.3
Melanoma of the skin,2010,Males,50?54,44690,557,77
Melanoma of the skin,2010,Males,55?59,55 - 59,686,105.7
Melanoma of the skin,2010,Males,60?64,60 - 64,869,145.6
Melanoma of the skin,2010,Males,65?69,65 - 69,817,181.1
Melanoma of the skin,2010,Males,70?74,70 - 74,815,236.9
Melanoma of the skin,2010,Males,75?79,75 - 79,739,291.2
Melanoma of the skin,2010,Males,80?84,80 - 84,645,346.2
Melanoma of the skin,2010,Males,85?89,85 - 89,344,357.6
Melanoma of the skin,2010,Males,90+,90 - 90+,136,384.3
Melanoma of the skin,2010,Males,All ages combined,All - combined,6810,62.1
Melanoma of the skin,2011,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2011,Males,05?09,44690,1,0.1
Melanoma of the skin,2011,Males,10?14,44848,5,0.7
Melanoma of the skin,2011,Males,15?19,15 - 19,18,2.4
Melanoma of the skin,2011,Males,20?24,20 - 24,44,5.3
Melanoma of the skin,2011,Males,25?29,25 - 29,99,11.8
Melanoma of the skin,2011,Males,30?34,30 - 34,141,18.3
Melanoma of the skin,2011,Males,35?39,35 - 39,194,24.8
Melanoma of the skin,2011,Males,40?44,44690,315,40
Melanoma of the skin,2011,Males,45?49,45 - 49,386,50.5
Melanoma of the skin,2011,Males,50?54,50 - 54,517,69.9
Melanoma of the skin,2011,Males,55?59,55 - 59,691,104.4
Melanoma of the skin,2011,Males,60?64,60 - 64,965,157.9
Melanoma of the skin,2011,Males,65?69,65 - 69,865,182.4
Melanoma of the skin,2011,Males,70?74,70 - 74,821,229.8
Melanoma of the skin,2011,Males,75?79,75 - 79,651,251.9
Melanoma of the skin,2011,Males,80?84,80 - 84,599,314.3
Melanoma of the skin,2011,Males,85?89,85 - 89,354,350.7
Melanoma of the skin,2011,Males,90+,90 - 90+,141,369.8
Melanoma of the skin,2011,Males,All ages combined,All - combined,6808,61.2
Melanoma of the skin,2012,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2012,Males,05?09,44690,0,0
Melanoma of the skin,2012,Males,10?14,44848,1,0.1
Melanoma of the skin,2012,Males,15?19,15 - 19,16,2.1
Melanoma of the skin,2012,Males,20?24,20 - 24,51,6.1
Melanoma of the skin,2012,Males,25?29,25 - 29,100,11.6
Melanoma of the skin,2012,Males,30?34,30 - 34,151,18.9
Melanoma of the skin,2012,Males,35?39,44690,202,26
Melanoma of the skin,2012,Males,40?44,40 - 44,313,38.7
Melanoma of the skin,2012,Males,45?49,44690,380,50
Melanoma of the skin,2012,Males,50?54,50 - 54,593,78.7
Melanoma of the skin,2012,Males,55?59,55 - 59,702,104.2
Melanoma of the skin,2012,Males,60?64,60 - 64,888,145.8
Melanoma of the skin,2012,Males,65?69,65 - 69,979,192.8
Melanoma of the skin,2012,Males,70?74,70 - 74,902,243.8
Melanoma of the skin,2012,Males,75?79,75 - 79,743,278.6
Melanoma of the skin,2012,Males,80?84,80 - 84,586,304.3
Melanoma of the skin,2012,Males,85?89,85 - 89,402,381.5
Melanoma of the skin,2012,Males,90+,90 - 90+,161,386.5
Melanoma of the skin,2012,Males,All ages combined,All - combined,7171,63.4
Melanoma of the skin,2013,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2013,Males,05?09,44690,1,0.1
Melanoma of the skin,2013,Males,10?14,44848,2,0.3
Melanoma of the skin,2013,Males,15?19,15 - 19,13,1.7
Melanoma of the skin,2013,Males,20?24,20 - 24,45,5.4
Melanoma of the skin,2013,Males,25?29,25 - 29,93,10.6
Melanoma of the skin,2013,Males,30?34,30 - 34,136,16.4
Melanoma of the skin,2013,Males,35?39,35 - 39,211,27.2
Melanoma of the skin,2013,Males,40?44,40 - 44,303,36.9
Melanoma of the skin,2013,Males,45?49,45 - 49,407,53.7
Melanoma of the skin,2013,Males,50?54,50 - 54,567,74.1
Melanoma of the skin,2013,Males,55?59,55 - 59,697,101.8
Melanoma of the skin,2013,Males,60?64,60 - 64,956,155.4
Melanoma of the skin,2013,Males,65?69,65 - 69,1075,200.3
Melanoma of the skin,2013,Males,70?74,70 - 74,955,250.4
Melanoma of the skin,2013,Males,75?79,75 - 79,818,296.2
Melanoma of the skin,2013,Males,80?84,80 - 84,675,347.8
Melanoma of the skin,2013,Males,85?89,85 - 89,409,370.1
Melanoma of the skin,2013,Males,90+,90 - 90+,183,406.4
Melanoma of the skin,2013,Males,All ages combined,All - combined,7547,65.6
Melanoma of the skin,2014,Males,00?04,44690,0,0
Melanoma of the skin,2014,Males,05?09,44690,0,0
Melanoma of the skin,2014,Males,10?14,44848,1,0.1
Melanoma of the skin,2014,Males,15?19,15 - 19,16,2.1
Melanoma of the skin,2014,Males,20?24,20 - 24,44,5.2
Melanoma of the skin,2014,Males,25?29,25 - 29,86,9.7
Melanoma of the skin,2014,Males,30?34,44690,137,16
Melanoma of the skin,2014,Males,35?39,35 - 39,205,26.4
Melanoma of the skin,2014,Males,40?44,40 - 44,324,39.4
Melanoma of the skin,2014,Males,45?49,45 - 49,392,51.7
Melanoma of the skin,2014,Males,50?54,50 - 54,605,78.4
Melanoma of the skin,2014,Males,55?59,55 - 59,690,98.9
Melanoma of the skin,2014,Males,60?64,60 - 64,901,144.9
Melanoma of the skin,2014,Males,65?69,65 - 69,1135,204.3
Melanoma of the skin,2014,Males,70?74,70 - 74,933,234.1
Melanoma of the skin,2014,Males,75?79,75 - 79,868,302.8
Melanoma of the skin,2014,Males,80?84,80 - 84,737,375.6
Melanoma of the skin,2014,Males,85?89,85 - 89,459,399.2
Melanoma of the skin,2014,Males,90+,90 - 90+,201,411.3
Melanoma of the skin,2014,Males,All ages combined,All - combined,7734,66.3
Melanoma of the skin,2015,Males,00?04,44690,0,0
Melanoma of the skin,2015,Males,05?09,44690,0,0
Melanoma of the skin,2015,Males,10?14,44848,1,0.1
Melanoma of the skin,2015,Males,15?19,15 - 19,10,1.3
Melanoma of the skin,2015,Males,20?24,20 - 24,44,5.1
Melanoma of the skin,2015,Males,25?29,25 - 29,82,9.2
Melanoma of the skin,2015,Males,30?34,30 - 34,138,15.8
Melanoma of the skin,2015,Males,35?39,35 - 39,189,24.1
Melanoma of the skin,2015,Males,40?44,40 - 44,325,39.7
Melanoma of the skin,2015,Males,45?49,44690,445,58
Melanoma of the skin,2015,Males,50?54,50 - 54,591,76.8
Melanoma of the skin,2015,Males,55?59,55 - 59,750,105.6
Melanoma of the skin,2015,Males,60?64,60 - 64,969,154.2
Melanoma of the skin,2015,Males,65?69,65 - 69,1151,200.8
Melanoma of the skin,2015,Males,70?74,70 - 74,1121,269.3
Melanoma of the skin,2015,Males,75?79,75 - 79,923,309.6
Melanoma of the skin,2015,Males,80?84,44690,639,323
Melanoma of the skin,2015,Males,85?89,85 - 89,453,379.7
Melanoma of the skin,2015,Males,90+,44690,205,390
Melanoma of the skin,2015,Males,All ages combined,All - combined,8036,67.9
Melanoma of the skin,2016,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2016,Males,05?09,44690,0,0
Melanoma of the skin,2016,Males,10?14,44848,4,0.5
Melanoma of the skin,2016,Males,15?19,15 - 19,13,1.7
Melanoma of the skin,2016,Males,20?24,20 - 24,37,4.3
Melanoma of the skin,2016,Males,25?29,25 - 29,90,9.9
Melanoma of the skin,2016,Males,30?34,44690,161,18
Melanoma of the skin,2016,Males,35?39,35 - 39,218,27.2
Melanoma of the skin,2016,Males,40?44,40 - 44,350,43.3
Melanoma of the skin,2016,Males,45?49,45 - 49,480,61.1
Melanoma of the skin,2016,Males,50?54,50 - 54,596,78.1
Melanoma of the skin,2016,Males,55?59,55 - 59,853,117.9
Melanoma of the skin,2016,Males,60?64,60 - 64,996,156.2
Melanoma of the skin,2016,Males,65?69,65 - 69,1234,209.5
Melanoma of the skin,2016,Males,70?74,70 - 74,1150,263.3
Melanoma of the skin,2016,Males,75?79,75 - 79,937,304.1
Melanoma of the skin,2016,Males,80?84,80 - 84,728,359.5
Melanoma of the skin,2016,Males,85?89,85 - 89,482,393.6
Melanoma of the skin,2016,Males,90+,90 - 90+,200,352.1
Melanoma of the skin,2016,Males,All ages combined,All - combined,8530,71.1
Melanoma of the skin,2017,Males,00?04,00 - 04,2,0.2
Melanoma of the skin,2017,Males,05?09,44690,0,0
Melanoma of the skin,2017,Males,10?14,44848,1,0.1
Melanoma of the skin,2017,Males,15?19,15 - 19,13,1.7
Melanoma of the skin,2017,Males,20?24,20 - 24,32,3.6
Melanoma of the skin,2017,Males,25?29,25 - 29,100,10.8
Melanoma of the skin,2017,Males,30?34,30 - 34,166,18.3
Melanoma of the skin,2017,Males,35?39,35 - 39,213,25.7
Melanoma of the skin,2017,Males,40?44,40 - 44,323,40.5
Melanoma of the skin,2017,Males,45?49,45 - 49,449,55.6
Melanoma of the skin,2017,Males,50?54,50 - 54,628,83.2
Melanoma of the skin,2017,Males,55?59,55 - 59,919,124.4
Melanoma of the skin,2017,Males,60?64,60 - 64,954,146.9
Melanoma of the skin,2017,Males,65?69,65 - 69,1223,208.5
Melanoma of the skin,2017,Males,70?74,70 - 74,1288,273.8
Melanoma of the skin,2017,Males,75?79,75 - 79,1005,312.4
Melanoma of the skin,2017,Males,80?84,80 - 84,763,363.5
Melanoma of the skin,2017,Males,85?89,85 - 89,492,394.3
Melanoma of the skin,2017,Males,90+,90 - 90+,226,374.9
Melanoma of the skin,2017,Males,All ages combined,All - combined,8797,72.1
Melanoma of the skin,2018,Males,00?04,44690,0,0
Melanoma of the skin,2018,Males,05?09,44690,1,0.1
Melanoma of the skin,2018,Males,10?14,44848,3,0.4
Melanoma of the skin,2018,Males,15?19,44690,15,2
Melanoma of the skin,2018,Males,20?24,20 - 24,54,6.1
Melanoma of the skin,2018,Males,25?29,25 - 29,88,9.4
Melanoma of the skin,2018,Males,30?34,30 - 34,140,15.2
Melanoma of the skin,2018,Males,35?39,35 - 39,219,25.5
Melanoma of the skin,2018,Males,40?44,40 - 44,304,38.3
Melanoma of the skin,2018,Males,45?49,45 - 49,512,62.5
Melanoma of the skin,2018,Males,50?54,50 - 54,623,83.1
Melanoma of the skin,2018,Males,55?59,55 - 59,860,114.7
Melanoma of the skin,2018,Males,60?64,60 - 64,1013,153.2
Melanoma of the skin,2018,Males,65?69,65 - 69,1181,200.2
Melanoma of the skin,2018,Males,70?74,70 - 74,1307,261.7
Melanoma of the skin,2018,Males,75?79,44690,1078,323
Melanoma of the skin,2018,Males,80?84,80 - 84,791,362.1
Melanoma of the skin,2018,Males,85?89,85 - 89,504,398.6
Melanoma of the skin,2018,Males,90+,90 - 90+,249,387.9
Melanoma of the skin,2018,Males,All ages combined,All - combined,8941,72.2
Melanoma of the skin,2019,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2019,Males,05?09,44690,0,0
Melanoma of the skin,2019,Males,10?14,44848,1,0.1
Melanoma of the skin,2019,Males,15?19,15 - 19,10,1.3
Melanoma of the skin,2019,Males,20?24,20 - 24,44,4.9
Melanoma of the skin,2019,Males,25?29,25 - 29,85,8.9
Melanoma of the skin,2019,Males,30?34,30 - 34,144,15.4
Melanoma of the skin,2019,Males,35?39,35 - 39,217,24.5
Melanoma of the skin,2019,Males,40?44,40 - 44,319,40.2
Melanoma of the skin,2019,Males,45?49,45 - 49,511,61.9
Melanoma of the skin,2019,Males,50?54,44690,616,82
Melanoma of the skin,2019,Males,55?59,55 - 59,888,117.2
Melanoma of the skin,2019,Males,60?64,60 - 64,1047,154.6
Melanoma of the skin,2019,Males,65?69,65 - 69,1280,214.6
Melanoma of the skin,2019,Males,70?74,70 - 74,1415,272.7
Melanoma of the skin,2019,Males,75?79,75 - 79,1139,324.4
Melanoma of the skin,2019,Males,80?84,80 - 84,842,369.4
Melanoma of the skin,2019,Males,85?89,85 - 89,524,405.5
Melanoma of the skin,2019,Males,90+,90 - 90+,265,390.5
Melanoma of the skin,2019,Males,All ages combined,All - combined,9348,74.3
Melanoma of the skin,2020,Males,00?04,00 - 04,1,0.1
Melanoma of the skin,2020,Males,05?09,44690,0,0
Melanoma of the skin,2020,Males,10?14,44690,0,0
Melanoma of the skin,2020,Males,15?19,15 - 19,9,1.2
Melanoma of the skin,2020,Males,20?24,20 - 24,42,4.8
Melanoma of the skin,2020,Males,25?29,25 - 29,82,8.5
Melanoma of the skin,2020,Males,30?34,44690,142,15
Melanoma of the skin,2020,Males,35?39,35 - 39,219,24.1
Melanoma of the skin,2020,Males,40?44,40 - 44,325,40.4
Melanoma of the skin,2020,Males,45?49,45 - 49,523,63.3
Melanoma of the skin,2020,Males,50?54,50 - 54,632,82.8
Melanoma of the skin,2020,Males,55?59,55 - 59,902,118.7
Melanoma of the skin,2020,Males,60?64,60 - 64,1083,155.3
Melanoma of the skin,2020,Males,65?69,65 - 69,1329,218.1
Melanoma of the skin,2020,Males,70?74,70 - 74,1496,276.7
Melanoma of the skin,2020,Males,75?79,75 - 79,1223,329.8
Melanoma of the skin,2020,Males,80?84,80 - 84,898,374.4
Melanoma of the skin,2020,Males,85?89,44690,542,411
Melanoma of the skin,2020,Males,90+,90 - 90+,285,392.7
Melanoma of the skin,2020,Males,All ages combined,All - combined,9733,76.4
Melanoma of the skin,2021,Males,00?04,44690,0,0
Melanoma of the skin,2021,Males,05?09,44690,0,0
Melanoma of the skin,2021,Males,10?14,44690,0,0
Melanoma of the skin,2021,Males,15?19,15 - 19,7,0.9
Melanoma of the skin,2021,Males,20?24,20 - 24,40,4.8
Melanoma of the skin,2021,Males,25?29,25 - 29,76,8.1
Melanoma of the skin,2021,Males,30?34,30 - 34,137,14.5
Melanoma of the skin,2021,Males,35?39,35 - 39,219,23.8
Melanoma of the skin,2021,Males,40?44,40 - 44,331,40.4
Melanoma of the skin,2021,Males,45?49,45 - 49,526,64.7
Melanoma of the skin,2021,Males,50?54,50 - 54,654,83.6
Melanoma of the skin,2021,Males,55?59,55 - 59,905,120.3
Melanoma of the skin,2021,Males,60?64,60 - 64,1107,156.2
Melanoma of the skin,2021,Males,65?69,65 - 69,1368,221.6
Melanoma of the skin,2021,Males,70?74,70 - 74,1557,280.8
Melanoma of the skin,2021,Males,75?79,44690,1311,335
Melanoma of the skin,2021,Males,80?84,80 - 84,952,379.6
Melanoma of the skin,2021,Males,85?89,85 - 89,568,415.4
Melanoma of the skin,2021,Males,90+,90 - 90+,307,394.7
Melanoma of the skin,2021,Males,All ages combined,All - combined,10065,78.9
Melanoma of the skin,2022,Males,00?04,44690,0,0
Melanoma of the skin,2022,Males,05?09,44690,0,0
Melanoma of the skin,2022,Males,10?14,44690,0,0
Melanoma of the skin,2022,Males,15?19,15 - 19,6,0.8
Melanoma of the skin,2022,Males,20?24,20 - 24,40,4.8
Melanoma of the skin,2022,Males,25?29,25 - 29,72,7.8
Melanoma of the skin,2022,Males,30?34,30 - 34,133,14.1
Melanoma of the skin,2022,Males,35?39,35 - 39,216,23.4
Melanoma of the skin,2022,Males,40?44,40 - 44,339,40.5
Melanoma of the skin,2022,Males,45?49,45 - 49,526,66.1
Melanoma of the skin,2022,Males,50?54,50 - 54,673,84.3
Melanoma of the skin,2022,Males,55?59,55 - 59,902,121.8
Melanoma of the skin,2022,Males,60?64,44690,1131,157
Melanoma of the skin,2022,Males,65?69,65 - 69,1413,225.1
Melanoma of the skin,2022,Males,70?74,70 - 74,1573,284.9
Melanoma of the skin,2022,Males,75?79,75 - 79,1435,340.5
Melanoma of the skin,2022,Males,80?84,44690,1009,385
Melanoma of the skin,2022,Males,85?89,85 - 89,599,420.9
Melanoma of the skin,2022,Males,90+,90 - 90+,307,396.6
Melanoma of the skin,2022,Males,All ages combined,All - combined,10374,80.8
Melanoma of the skin,2002,Females,00?04,00 - 04,1,0.2
Melanoma of the skin,2002,Females,05?09,44690,4,0.6
Melanoma of the skin,2002,Females,10?14,44848,10,1.5
Melanoma of the skin,2002,Females,15?19,15 - 19,42,6.3
Melanoma of the skin,2002,Females,20?24,20 - 24,93,14.4
Melanoma of the skin,2002,Females,25?29,25 - 29,146,21.4
Melanoma of the skin,2002,Females,30?34,30 - 34,220,29.3
Melanoma of the skin,2002,Females,35?39,35 - 39,253,34.3
Melanoma of the skin,2002,Females,40?44,40 - 44,327,43.3
Melanoma of the skin,2002,Females,45?49,44690,400,58
Melanoma of the skin,2002,Females,50?54,50 - 54,434,67.4
Melanoma of the skin,2002,Females,55?59,55 - 59,422,79.3
Melanoma of the skin,2002,Females,60?64,60 - 64,379,91.1
Melanoma of the skin,2002,Females,65?69,65 - 69,332,94.3
Melanoma of the skin,2002,Females,70?74,70 - 74,345,104.6
Melanoma of the skin,2002,Females,75?79,75 - 79,321,109.9
Melanoma of the skin,2002,Females,80?84,80 - 84,273,130.4
Melanoma of the skin,2002,Females,85?89,85 - 89,165,134.2
Melanoma of the skin,2002,Females,90+,90 - 90+,71,109.2
Melanoma of the skin,2002,Females,All ages combined,All - combined,4238,43.2
Melanoma of the skin,2003,Females,00?04,44690,0,0
Melanoma of the skin,2003,Females,05?09,44690,2,0.3
Melanoma of the skin,2003,Females,10?14,44848,4,0.6
Melanoma of the skin,2003,Females,15?19,15 - 19,31,4.6
Melanoma of the skin,2003,Females,20?24,20 - 24,95,14.3
